Vardas              Pavarde              Galutinis
Vardas6389          Pavarde6389               6.88
Vardas6390          Pavarde6390               5.52
Vardas6391          Pavarde6391               4.52
Vardas6392          Pavarde6392               2.84
Vardas6393          Pavarde6393               3.76
Vardas6394          Pavarde6394               4.44
Vardas6395          Pavarde6395               2.00
Vardas6396          Pavarde6396               3.24
Vardas6397          Pavarde6397               3.24
Vardas6398          Pavarde6398               5.12
Vardas6399          Pavarde6399               7.56
Vardas6400          Pavarde6400               7.88
Vardas6401          Pavarde6401               3.56
Vardas6402          Pavarde6402               5.40
Vardas6403          Pavarde6403               4.52
Vardas6404          Pavarde6404               8.40
Vardas6405          Pavarde6405               7.24
Vardas6406          Pavarde6406               2.64
Vardas6407          Pavarde6407               2.80
Vardas6408          Pavarde6408               5.08
Vardas6409          Pavarde6409               3.60
Vardas6410          Pavarde6410               4.76
Vardas6411          Pavarde6411               3.52
Vardas6412          Pavarde6412               7.24
Vardas6413          Pavarde6413               4.88
Vardas6414          Pavarde6414               7.04
Vardas6415          Pavarde6415               8.48
Vardas6416          Pavarde6416               6.32
Vardas6417          Pavarde6417               5.96
Vardas6418          Pavarde6418               4.88
Vardas6419          Pavarde6419               5.44
Vardas6420          Pavarde6420               3.00
Vardas6421          Pavarde6421               2.44
Vardas6422          Pavarde6422               6.00
Vardas6423          Pavarde6423               8.48
Vardas6424          Pavarde6424               7.56
Vardas6425          Pavarde6425               5.56
Vardas6426          Pavarde6426               6.28
Vardas6427          Pavarde6427               8.72
Vardas6428          Pavarde6428               3.20
Vardas6429          Pavarde6429               4.84
Vardas6430          Pavarde6430               5.56
Vardas6431          Pavarde6431               6.28
Vardas6432          Pavarde6432               3.92
Vardas6433          Pavarde6433               4.04
Vardas6434          Pavarde6434               4.20
Vardas6435          Pavarde6435               2.84
Vardas6436          Pavarde6436               5.56
Vardas6437          Pavarde6437               4.08
Vardas6438          Pavarde6438               4.80
Vardas6439          Pavarde6439               7.20
Vardas6440          Pavarde6440               7.24
Vardas6441          Pavarde6441               5.64
Vardas6442          Pavarde6442               6.44
Vardas6443          Pavarde6443               7.84
Vardas6444          Pavarde6444               5.84
Vardas6445          Pavarde6445               3.12
Vardas6446          Pavarde6446               7.20
Vardas6447          Pavarde6447               6.96
Vardas6448          Pavarde6448               6.72
Vardas6449          Pavarde6449               3.76
Vardas6450          Pavarde6450               8.12
Vardas6451          Pavarde6451               7.60
Vardas6452          Pavarde6452               4.16
Vardas6453          Pavarde6453               3.36
Vardas6454          Pavarde6454               5.00
Vardas6455          Pavarde6455               3.72
Vardas6456          Pavarde6456               3.44
Vardas6457          Pavarde6457               8.92
Vardas6458          Pavarde6458               7.12
Vardas6459          Pavarde6459               6.72
Vardas6460          Pavarde6460               5.96
Vardas6461          Pavarde6461               4.72
Vardas6462          Pavarde6462               8.52
Vardas6463          Pavarde6463               7.52
Vardas6464          Pavarde6464               6.32
Vardas6465          Pavarde6465               7.92
Vardas6466          Pavarde6466               5.60
Vardas6467          Pavarde6467               5.80
Vardas6468          Pavarde6468               3.12
Vardas6469          Pavarde6469               6.32
Vardas6470          Pavarde6470               7.72
Vardas6471          Pavarde6471               7.40
Vardas6472          Pavarde6472               4.28
Vardas6473          Pavarde6473               5.00
Vardas6474          Pavarde6474               5.36
Vardas6475          Pavarde6475               8.28
Vardas6476          Pavarde6476               3.56
Vardas6477          Pavarde6477               3.24
Vardas6478          Pavarde6478               5.68
Vardas6479          Pavarde6479               7.44
Vardas6480          Pavarde6480               5.28
Vardas6481          Pavarde6481               3.68
Vardas6482          Pavarde6482               2.64
Vardas6483          Pavarde6483               6.68
Vardas6484          Pavarde6484               5.16
Vardas6485          Pavarde6485               7.68
Vardas6486          Pavarde6486               3.36
Vardas6487          Pavarde6487               6.16
Vardas6488          Pavarde6488               7.12
Vardas6489          Pavarde6489               3.60
Vardas6490          Pavarde6490               4.92
Vardas6491          Pavarde6491               7.84
Vardas6492          Pavarde6492               2.48
Vardas6493          Pavarde6493               4.16
Vardas6494          Pavarde6494               6.48
Vardas6495          Pavarde6495               8.72
Vardas6496          Pavarde6496               2.48
Vardas6497          Pavarde6497               8.20
Vardas6498          Pavarde6498               2.88
Vardas6499          Pavarde6499               3.08
Vardas6500          Pavarde6500               4.36
Vardas6501          Pavarde6501               7.68
Vardas6502          Pavarde6502               8.20
Vardas6503          Pavarde6503               4.52
Vardas6504          Pavarde6504               3.80
Vardas6505          Pavarde6505               4.92
Vardas6506          Pavarde6506               8.20
Vardas6507          Pavarde6507               3.16
Vardas6508          Pavarde6508               8.24
Vardas6509          Pavarde6509               4.56
Vardas6510          Pavarde6510               8.48
Vardas6511          Pavarde6511               6.00
Vardas6512          Pavarde6512               5.64
Vardas6513          Pavarde6513               4.92
Vardas6514          Pavarde6514               7.80
Vardas6515          Pavarde6515               4.08
Vardas6516          Pavarde6516               4.92
Vardas6517          Pavarde6517               8.08
Vardas6518          Pavarde6518               7.92
Vardas6519          Pavarde6519               3.08
Vardas6520          Pavarde6520               5.36
Vardas6521          Pavarde6521               3.00
Vardas6522          Pavarde6522               5.40
Vardas6523          Pavarde6523               4.84
Vardas6524          Pavarde6524               6.80
Vardas6525          Pavarde6525               6.84
Vardas6526          Pavarde6526               5.08
Vardas6527          Pavarde6527               4.40
Vardas6528          Pavarde6528               6.08
Vardas6529          Pavarde6529               3.80
Vardas6530          Pavarde6530               5.88
Vardas6531          Pavarde6531               6.48
Vardas6532          Pavarde6532               7.68
Vardas6533          Pavarde6533               3.24
Vardas6534          Pavarde6534               6.40
Vardas6535          Pavarde6535               3.72
Vardas6536          Pavarde6536               3.56
